ID_ATLAS,name_ATLAS,RA_ATLAS,Dec_ATLAS,RA_deg_ATLAS,Dec_deg_ATLAS,RA_err_ATLAS,Dec_err_ATLAS,rms,BWS,Obs_freq,Sp,Sp_err,S,S_err,Scom,Scom_err,Sp2,Sp2_err,S2,S2_err,S2com,S2com_err,Deconv,Deconv_err,class,Sindex,Sindex_err,field,xid_tag,xid_comment,xid_flag,ncomps,core,rhost,ihost,cntr_SWIRE,object_SWIRE,ra_SWIRE,dec_SWIRE,unc_ra_SWIRE,unc_dec_SWIRE,tile,flux_ap2_36,uncf_ap2_36,flux_kr_36,uncf_kr_36,stell_36,flgs_36,ext_fl_36,flux_ap2_45,uncf_ap2_45,flux_kr_45,uncf_kr_45,stell_45,flgs_45,ext_fl_45,flux_ap2_58,uncf_ap2_58,flux_kr_58,uncf_kr_58,stell_58,flgs_58,ext_fl_58,flux_ap2_80,uncf_ap2_80,flux_kr_80,uncf_kr_80,stell_80,flgs_80,ext_fl_80,flux_ap2_24,uncf_ap2_24,flux_kr_24,uncf_kr_24,stell_24,flgs_24,ext_fl_24,ap_m_b,msig_b,ap_m_v,msig_v,ap_m_r,msig_r,kr_m_b,kr_m_v,kr_m_r,stell_b,stell_v,stell_r,ap_m_u,msig_u,ap_m_g,msig_g,ap_m_i,msig_i,ap_m_z,msig_z,ID_phot,RA_phot,DEC_phot,MAG_APER_4_G,MAG_APER_4_R,MAG_APER_4_I,MAG_APER_4_Z,MAGERR_APER_4_G,MAGERR_APER_4_R,MAGERR_APER_4_I,MAGERR_APER_4_Z,COADD_OBJECT_ID,coadd_final,ID_GRC,RA_GRC,DEC_GRC,z,z_Err,flag,source,comments,totobs,totexp,jflag
EI1564  ,ATLAS3_J003639.4-430402C,00:36:39.49,-43:04:02.2,9.164548,-43.067282,0.98,1.51,0.023,1.04,1.479,0.136,0.025,0.136,0.025,0.136,0.025,0.141,0.026,0.141,0.026,0.141,0.026,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI1564*SWIRE3_J003639.51-430400.2*m1*C0  ,-----------------------------------------------------,1,1,1,EI1564  ,SWIRE3_J003639.51-430400.2,102623,SWIRE3_J003639.51-430400.2,9.16465,-43.06673,0.00716,0.00648,13,145.23,1.73,137.42,1.58,0.96,CA2,0,216.68,2.29,199.78,2.09,0.98,CA0,0,276.93,6.97,236.05,6.24,0.61,CA0,0,394.97,6.37,307.33,7.1,0.97,CA0,0,1201.53,26.2,826.35,28.44,0.79,CA0,0,20.314,0.002,20.28,0.002,19.875,0.002,20.178,20.103,19.694,0.98,0.98,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970468384,9.164545,-43.066749,20.444502,20.180359,20.241497,20.293161,0.0018,0.0014,0.002,0.0026,2970468384,2970468384,DES13E1czg                    ,9.16445833333333,-43.06675,1.31647,-9.999,4.0,DES_AAOmega         ,                              ,3,7200,4
EI1565  ,ATLAS3_J003639.5-430718C,00:36:39.56,-43:07:18.7,9.164835,-43.121858,1.1,1.7,0.022,1.04,1.483,0.115,0.024,0.115,0.024,0.115,0.024,0.12,0.025,0.12,0.025,0.12,0.025,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI1565*SWIRE3_J003639.52-430718.0*m1*C0  ,-----------------------------------------------------,1,1,1,EI1565  ,SWIRE3_J003639.52-430718.0,104012,SWIRE3_J003639.52-430718.0,9.1647,-43.12167,0.00994,0.0103,13,132.83,1.54,168.64,1.72,0.03,CA2,2,132.01,1.78,174.06,2.25,0.03,CA0,2,74.47,5.04,86.19,7.75,0.0,CA0,0,353.29,5.51,431.97,9.23,0.02,CA0,0,1541.79,25.65,1336.74,33.77,0.46,CA0,0,21.997,0.005,20.643,0.003,19.97,0.002,20.654,19.469,18.861,0.03,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970463036,9.164567,-43.121692,21.465033,20.345457,19.886463,19.608196,0.0041,0.0016,0.0015,0.0014,2970463036,2970463036,0099-00219                    ,9.16467,-43.12172,0.27290496,-9.999,4.0,PRIMUS              ,-                             ,-9,-9,4
EI1567  ,ATLAS3_J003639.7-432734C,00:36:39.75,-43:27:34.4,9.165637,-43.459542,0.83,1.27,0.017,1.03,1.484,0.118,0.018,0.118,0.018,0.118,0.018,0.123,0.019,0.123,0.019,0.123,0.019,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI1567*SWIRE3_J003639.83-432732.4*m1*C0  ,-----------------------------------------------------,2,1,1,EI1567  ,SWIRE3_J003639.83-432732.4,72774,SWIRE3_J003639.83-432732.4,9.16599,-43.45901,0.00896,0.00889,12,152.79,1.67,174.89,1.6,0.12,CA3,0,142.33,1.77,161.99,2.01,0.11,CA3,0,103.78,6.04,131.63,8.13,0.0,CA1,0,162.67,5.03,187.92,7.89,0.4,CA2,0,611.62,28.06,527.12,30.31,0.49,CA0,0,22.116,0.005,20.917,0.004,19.99,0.002,21.589,20.262,19.388,0.03,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970777513,9.165819,-43.458994,21.594141,20.316008,19.9145,19.525467,0.006,0.0023,0.0022,0.0021,2970777513,2970777513,S870                          ,9.165958333333332,-43.45903055555556,0.3992,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI1568C1,ATLAS3_J003640.2-434241C,00:36:40.23,-43:42:41.9,9.167611,-43.711628,0.16,0.25,0.016,1.04,1.489,9.906,0.496,9.906,0.496,13.136,0.5329549699552486,10.303,0.52,10.303,0.52,13.662,0.558583923864624,-999.0,-999.0,P,-0.637,0.101,ELAIS-S1,EI1568C1*SWIRE3_J003640.20-434241.7*m2*C0,-----------------------------------------------------,1,2,1,EI1568C1,SWIRE3_J003640.20-434241.7,190021,SWIRE3_J003640.20-434241.7,9.1675,-43.71161,0.0094,0.0103,22,253.33,2.31,365.57,2.69,0.03,EK3,2,212.41,2.08,293.85,2.83,0.06,CA0,2,154.34,6.22,192.85,9.43,0.11,CA0,0,123.38,5.18,133.03,7.91,0.6,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,22.356,0.007,20.994,0.004,19.725,0.002,21.728,20.091,18.881,0.09,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970729356,9.16742,-43.711658,21.756247,19.989199,19.432684,19.06729,0.0069,0.0018,0.0015,0.0014,2970729356,2970729356,S649                          ,9.1675,-43.711619444444445,0.3977,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI1572  ,ATLAS3_J003640.9-431820C,00:36:40.97,-43:18:20.0,9.170726,-43.305556,0.23,0.35,0.017,1.04,1.484,0.606,0.036,0.606,0.036,0.606,0.036,0.631,0.037,0.631,0.037,0.631,0.037,-999.0,-999.0,P,-0.298,0.336,ELAIS-S1,EI1572*SWIRE3_J003640.97-431819.2*m1*C0  ,-----------------------------------------------------,1,1,1,EI1572  ,SWIRE3_J003640.97-431819.2,108526,SWIRE3_J003640.97-431819.2,9.17071,-43.30536,0.00932,0.0106,13,162.76,1.46,197.42,1.64,0.38,CA0,1,144.07,1.58,165.09,1.93,0.27,CA0,1,182.89,5.14,188.4,6.65,0.01,CA0,0,403.56,5.25,406.65,7.54,0.81,CA0,0,1146.37,31.82,825.12,35.04,0.75,CA2,0,23.496,0.014,21.766,0.008,20.769,0.003,22.115,20.407,19.525,0.0,0.02,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970825180,9.170603,-43.305409,22.679754,21.091684,20.565262,20.19293,0.0161,0.0047,0.004,0.0038,2970825180,2970825180,S1000                         ,9.170666666666667,-43.305388888888885,0.3915,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI1573  ,ATLAS3_J003641.3-441435C,00:36:41.35,-44:14:35.5,9.172281,-44.243188,0.54,0.83,0.022,1.04,1.479,0.241,0.026,0.241,0.026,0.241,0.026,0.25,0.027,0.25,0.027,0.25,0.027,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI1573*SWIRE3_J003641.29-441435.0*m1*C0  ,-----------------------------------------------------,1,1,1,EI1573  ,SWIRE3_J003641.29-441435.0,202377,SWIRE3_J003641.29-441435.0,9.17206,-44.24307,0.00716,0.00752,22,174.97,1.66,179.89,1.59,0.9,CA0,-1,197.15,1.8,194.17,1.72,0.72,CA0,0,177.09,5.69,152.84,6.02,0.28,CA0,0,730.74,6.06,690.22,7.86,0.87,CA0,-1,1909.76,30.5,1908.45,44.46,0.88,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970672211,9.17201,-44.243093,21.59976,20.445862,19.906403,19.589504,0.006,0.0026,0.0022,0.0022,2970672211,2970672211,S219                          ,9.172041666666663,-44.24308055555556,0.2784,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI1576  ,ATLAS3_J003641.9-441522C,00:36:41.91,-44:15:22.3,9.174609,-44.256198,0.83,1.28,0.022,1.04,1.478,0.155,0.024,0.155,0.024,0.155,0.024,0.161,0.025,0.161,0.025,0.161,0.025,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI1576*SWIRE3_J003641.88-441519.8*m1*C0  ,-----------------------------------------------------,1,1,1,EI1576  ,SWIRE3_J003641.88-441519.8,202605,SWIRE3_J003641.88-441519.8,9.17453,-44.25552,0.00749,0.00817,22,131.18,1.61,132.25,1.55,0.97,CA0,0,145.65,1.75,135.19,1.65,0.89,CA0,0,164.94,6.27,166.77,7.77,0.58,CA0,0,373.19,5.86,328.21,7.11,0.84,CA0,0,3009.07,31.82,2414.92,38.19,0.96,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970807845,9.17445,-44.25553,21.415094,20.255358,19.878874,19.550444,0.0057,0.0026,0.0022,0.0022,2970807845,2970807845,SVA1_COADD-2970807845         ,9.17445833333334,-44.2555277777778,0.31948,-9.999,4.0,DES_AAOmega         ,//                            ,3,7200,4
EI1578  ,ATLAS3_J003642.3-432718C,00:36:42.33,-43:27:18.3,9.176378,-43.455081,0.78,1.2,0.017,1.03,1.484,0.126,0.019,0.126,0.019,0.126,0.019,0.131,0.019,0.131,0.019,0.131,0.019,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI1578*SWIRE3_J003642.27-432718.3*m1*C0  ,-----------------------------------------------------,1,1,1,EI1578  ,SWIRE3_J003642.27-432718.3,72305,SWIRE3_J003642.27-432718.3,9.17614,-43.45511,0.0127,0.0127,12,88.28,1.04,109.5,1.24,0.04,CA2,2,86.72,1.23,100.13,1.54,0.05,CA0,0,93.73,4.93,88.44,6.07,0.0,CA0,0,162.21,4.5,186.35,7.24,0.13,CA0,0,682.64,31.59,373.47,28.4,0.38,CA0,0,62.015,0.025,23.101,0.022,22.039,0.008,61.6,22.11,21.124,0.0,0.0,0.01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970777740,9.17592,-43.455153,23.781355,22.509851,22.016396,21.625635,0.0404,0.0159,0.0142,0.0137,2970777740,2970777740,SVA1_COADD-2970777740         ,9.17591666666667,-43.4551666666667,0.53007,-9.999,4.0,DES_AAOmega         ,NES 10 0.53007 4 {} | CLi 10 0,3,7200,4
EI1580  ,ATLAS3_J003643.5-434408C,00:36:43.52,-43:44:08.3,9.181352,-43.735632,0.2,0.31,0.016,1.03,1.49,0.759,0.042,0.759,0.042,0.759,0.042,0.793,0.044,0.793,0.044,0.793,0.044,-999.0,-999.0,P,-1.232,0.29,ELAIS-S1,EI1580*SWIRE3_J003643.51-434408.0*m1*C0  ,-----------------------------------------------------,1,1,1,EI1580  ,SWIRE3_J003643.51-434408.0,190165,SWIRE3_J003643.51-434408.0,9.1813,-43.73557,0.0103,0.0102,22,96.51,1.25,91.89,1.2,0.97,CA2,0,84.44,1.59,81.76,1.77,0.81,CA0,0,77.08,4.56,71.52,5.56,0.04,CA0,0,184.68,5.82,174.79,8.2,0.65,CA0,0,-99.0,-99.0,-99.0,-99.0,-9.0,---,-99,24.03,0.025,22.451,0.014,21.354,0.006,23.367,21.862,20.917,0.0,0.01,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970722394,9.1812,-43.735577,23.368507,21.677727,21.073996,20.632994,0.0281,0.0078,0.0064,0.0058,2970722394,2970722394,S626                          ,9.181291666666668,-43.73556111111111,0.3913,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
EI1581  ,ATLAS3_J003643.6-435213C,00:36:43.68,-43:52:13.8,9.181987,-43.870506,0.61,0.94,0.017,1.03,1.49,0.16,0.019,0.16,0.019,0.16,0.019,0.168,0.02,0.168,0.02,0.168,0.02,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI1581*SWIRE3_J003643.72-435213.8*m1*C0  ,-----------------------------------------------------,1,1,1,EI1581  ,SWIRE3_J003643.72-435213.8,193411,SWIRE3_J003643.72-435213.8,9.1822,-43.87051,0.00817,0.00752,22,164.14,1.47,173.91,1.45,0.7,CA3,1,148.91,1.98,150.05,2.07,0.51,CA2,0,134.34,4.9,150.26,7.2,0.02,CA0,0,947.42,7.9,961.64,10.06,0.84,CA0,-1,1266.23,32.89,938.01,38.12,0.72,CA0,0,21.567,0.003,20.409,0.002,19.741,0.001,20.875,19.645,19.091,0.03,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970710476,9.1821,-43.870499,21.000223,20.062653,19.594154,19.342653,0.0036,0.0019,0.0016,0.0018,2970710476,2970710476,SVA1_COADD-2970710476         ,9.18208333333333,-43.8705,0.21419,-9.999,4.0,DES_AAOmega         ,//                            ,3,7200,4
EI1583  ,ATLAS3_J003643.9-432754C,00:36:43.99,-43:27:54.4,9.183282,-43.465099,0.44,0.68,0.017,1.03,1.484,0.233,0.021,0.233,0.021,0.233,0.021,0.242,0.022,0.242,0.022,0.242,0.022,-999.0,-999.0,P,-2.169,0.993,ELAIS-S1,EI1583*SWIRE3_J003643.99-432755.4*m1*C0  ,-----------------------------------------------------,1,1,1,EI1583  ,SWIRE3_J003643.99-432755.4,72349,SWIRE3_J003643.99-432755.4,9.1833,-43.46541,0.0125,0.012,12,69.37,1.04,64.25,1.03,0.97,CA0,0,57.74,1.16,57.2,1.35,0.86,CA0,0,64.44,4.67,63.82,5.23,0.05,CA0,0,58.92,4.59,38.44,4.23,0.07,CA0,0,-99.0,-99.0,-99.0,-99.0,-9.0,---,-99,24.656,0.042,23.596,0.034,22.629,0.014,24.476,23.306,22.419,0.61,0.72,0.83,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970773677,9.183204,-43.465401,24.16628,22.98404,22.140352,21.637873,0.0575,0.0249,0.0159,0.0139,2970773677,2970773677,SVA1_COADD-2970773677         ,9.18320833333333,-43.4653888888889,0.79345,-9.999,4.0,DES_AAOmega         ,CLi 8 0.79345 4 {} | NES 4 0.7,23,55200,4
EI1584  ,ATLAS3_J003644.1-430932C,00:36:44.14,-43:09:32.3,9.18393,-43.158964,1.11,1.71,0.02,1.04,1.485,0.105,0.022,0.105,0.022,0.105,0.022,0.109,0.022,0.109,0.022,0.109,0.022,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI1584*SWIRE3_J003644.20-430931.6*m1*C0  ,-----------------------------------------------------,1,1,1,EI1584  ,SWIRE3_J003644.20-430931.6,104345,SWIRE3_J003644.20-430931.6,9.18417,-43.15878,0.0129,0.0128,13,67.43,1.21,78.23,1.47,0.9,CA3,0,55.18,1.39,70.73,2.09,0.77,CA2,0,45.83,5.27,34.89,5.21,0.01,CA0,0,52.07,5.44,32.04,3.8,0.41,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,22.935,0.009,21.985,0.008,21.142,0.004,22.419,21.378,20.53,0.08,0.17,0.33,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970458903,9.184016,-43.158747,22.572617,21.44213,20.937824,20.484688,0.0175,0.007,0.0057,0.0049,2970458903,2970458903,SVA1_COADD-2970458903         ,9.184,-43.15875,0.4576,-9.999,4.0,DES_AAOmega         ,//                            ,4,9600,4
EI1586  ,ATLAS3_J003644.3-440306C,00:36:44.34,-44:03:06.9,9.18475,-44.051921,1.1,1.7,0.019,1.03,1.488,0.097,0.02,0.183,0.021,0.183,0.021,0.101,0.021,0.191,0.022,0.191,0.022,9.1,2.3,E,-999.0,-999.0,ELAIS-S1,EI1586*SWIRE3_J003644.29-440309.6*m1*C0  ,-----------------------------------------------------,4,1,1,EI1586  ,SWIRE3_J003644.29-440309.6,197497,SWIRE3_J003644.29-440309.6,9.18455,-44.05267,0.0114,0.0111,22,81.01,1.28,77.3,1.24,0.98,CA0,0,63.34,1.21,62.3,1.51,0.64,CA0,0,48.99,4.3,43.56,3.96,0.48,CA0,0,40.61,4.42,26.59,3.55,0.35,CA0,0,857.53,32.63,942.45,43.38,0.5,CA2,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970855609,9.184508,-44.052665,23.871733,22.886003,21.785477,21.208948,0.0438,0.0224,0.0115,0.0098,2970855609,2970855609,SVA1_COADD-2970855609         ,9.1845,-44.0526666666667,0.94806,-9.999,4.0,DES_AAOmega         ,CLi 9 0.94806 4 {} | rgs 9 0.9,11,24000,4
EI1587  ,ATLAS3_J003645.1-440719C,00:36:45.16,-44:07:19.8,9.188171,-44.122173,0.34,0.52,0.02,1.03,1.485,0.38,0.028,1.003,0.054,1.003,0.054,0.396,0.029,1.045,0.056,1.045,0.056,12.3,0.9,E,-1.822,0.335,ELAIS-S1,EI1587*SWIRE3_J003645.16-440719.7*m1*C0  ,-----------------------------------------------------,1,1,1,EI1587  ,SWIRE3_J003645.16-440719.7,198949,SWIRE3_J003645.16-440719.7,9.1882,-44.12215,0.00716,0.00544,22,1150.57,4.91,3180.95,7.22,0.03,EK3,2,760.39,4.53,1959.76,6.74,0.03,EK2,2,775.78,10.55,1924.73,21.83,0.02,EK0,2,2490.1,11.48,7927.72,25.03,0.03,EK0,2,5317.59,32.57,6907.1,64.32,0.02,EK0,2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970850386,9.188045,-44.122145,18.593582,17.690598,17.32427,17.029554,0.0011,0.0006,0.0004,0.0003,2970850386,2970850386,g0036452-440720               ,9.188208333333334,-44.12211111111111,0.058945,-9.999,4.0,6dF                 ,-                             ,-9,-9,4
EI1596  ,ATLAS3_J003646.3-441124C,00:36:46.38,-44:11:24.1,9.193237,-44.190021,0.39,0.6,0.022,1.04,1.481,0.346,0.028,0.346,0.028,0.346,0.028,0.36,0.03,0.36,0.03,0.36,0.03,-999.0,-999.0,P,0.436,0.714,ELAIS-S1,EI1596*SWIRE3_J003646.40-441123.0*m1*C0  ,-----------------------------------------------------,1,1,1,EI1596  ,SWIRE3_J003646.40-441123.0,200448,SWIRE3_J003646.40-441123.0,9.19334,-44.18973,0.0108,0.0113,22,188.44,1.78,267.82,2.06,0.07,CA0,2,127.37,1.56,167.26,1.98,0.04,CA2,2,106.73,5.19,148.1,8.03,0.03,CA0,0,56.5,4.41,66.15,5.38,0.34,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970830225,9.193278,-44.189731,24.55943,22.415184,21.209627,20.442968,0.0821,0.015,0.007,0.0049,2970830225,2970830225,SVA1_COAAD-2970830225         ,9.19329166666667,-44.1897222222222,0.86802,-9.999,4.0,DES_AAOmega         ,                              ,4,9600,4
EI1611  ,ATLAS3_J003650.4-435711C,00:36:50.41,-43:57:11.7,9.210021,-43.953261,0.98,1.51,0.018,1.03,1.491,0.107,0.02,0.107,0.02,0.107,0.02,0.112,0.02,0.112,0.02,0.112,0.02,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI1611*SWIRE3_J003650.49-435710.8*m1*C0  ,-----------------------------------------------------,1,1,1,EI1611  ,SWIRE3_J003650.49-435710.8,194501,SWIRE3_J003650.49-435710.8,9.21038,-43.953,0.0174,0.0135,22,66.35,0.82,80.77,1.02,0.03,CA3,0,59.1,1.1,67.97,1.43,0.35,CA3,0,52.48,3.7,76.85,5.57,0.13,CA0,0,105.57,4.33,98.26,5.91,0.55,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,---,-999,24.422,0.032,22.769,0.016,21.707,0.007,23.732,21.858,20.817,0.0,0.0,0.02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970863863,9.210273,-43.952993,23.819317,22.118717,21.446396,20.986414,0.0429,0.0115,0.0084,0.0078,2970863863,2970863863,SVA1_COADD-2970863863         ,9.21029166666667,-43.953,0.38089,-9.999,3.0,DES_AAOmega         ,                              ,9,21700,2
EI1616  ,ATLAS3_J003651.5-440413C,00:36:51.58,-44:04:13.9,9.214915,-44.07052,0.44,0.69,0.019,1.03,1.488,0.258,0.023,0.258,0.023,0.258,0.023,0.269,0.025,0.269,0.025,0.269,0.025,-999.0,-999.0,P,-1.08,0.911,ELAIS-S1,EI1616*SWIRE3_J003651.60-440414.0*m1*C0  ,-----------------------------------------------------,1,1,1,EI1616  ,SWIRE3_J003651.60-440414.0,197083,SWIRE3_J003651.60-440414.0,9.21502,-44.07058,0.0094,0.00914,22,165.56,1.84,193.19,1.89,0.03,CA3,2,118.41,1.85,145.22,2.23,0.04,CA2,0,111.59,5.85,103.62,7.75,0.01,CA0,0,126.29,5.67,123.04,7.81,0.15,CA0,0,1105.88,25.02,1080.99,37.48,0.06,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970851057,9.214966,-44.070527,23.605452,22.261494,21.305094,20.862314,0.0347,0.013,0.0075,0.0071,2970851057,2970851057,SVA1_COADD-2970851057         ,9.21495833333333,-44.0705277777778,0.78884,-9.999,3.0,DES_AAOmega         ,//                            ,2,4800,2
EI1619  ,ATLAS3_J003652.8-440037C,00:36:52.88,-44:00:37.5,9.220336,-44.010403,1.06,1.64,0.019,1.03,1.489,0.101,0.02,0.101,0.02,0.101,0.02,0.105,0.021,0.105,0.021,0.105,0.021,-999.0,-999.0,P,-999.0,-999.0,ELAIS-S1,EI1619*SWIRE3_J003652.90-440036.3*m1*C0  ,-----------------------------------------------------,1,1,1,EI1619  ,SWIRE3_J003652.90-440036.3,195481,SWIRE3_J003652.90-440036.3,9.22042,-44.01009,0.0103,0.00929,22,113.48,1.53,117.05,1.47,0.08,CA0,0,84.16,1.6,88.83,1.83,0.09,CA0,0,122.23,6.43,126.51,9.82,0.01,CA0,0,104.41,5.56,121.46,7.51,0.6,CA0,0,1467.41,30.57,1096.91,34.95,0.9,CA0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970859639,9.22059,-44.010046,23.621233,22.603064,21.779354,21.387903,0.0343,0.0172,0.0112,0.0111,2970859639,2970859639,SVA1_COADD-2970859639         ,9.22058333333333,-44.0100555555556,0.78822,-9.999,3.0,DES_AAOmega         ,AMo 11 0.01599 2 {} | CLi 10 0,3,7200,2
EI1622  ,ATLAS3_J003654.0-434422C,00:36:54.02,-43:44:22.1,9.2251,-43.739475,0.56,0.86,0.017,1.03,1.491,0.18,0.02,0.18,0.02,0.18,0.02,0.188,0.021,0.188,0.021,0.188,0.021,-999.0,-999.0,P,-1.099,1.149,ELAIS-S1,EI1622*SWIRE3_J003654.03-434422.2*m1*C0  ,-----------------------------------------------------,1,1,1,EI1622  ,SWIRE3_J003654.03-434422.2,189004,SWIRE3_J003654.03-434422.2,9.22514,-43.73951,0.00922,0.0104,22,146.28,1.39,164.15,1.48,0.47,CA0,1,125.33,1.86,136.35,2.17,0.58,CA0,0,154.92,5.64,143.51,6.67,0.38,CA0,0,116.51,5.58,97.48,6.33,0.62,CA0,0,451.56,26.38,253.26,18.21,0.03,CA0,0,24.628,0.041,23.219,0.024,21.872,0.008,23.747,22.261,21.077,0.0,0.0,0.02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970722105,9.224987,-43.739493,24.033672,22.25652,21.298296,20.772211,0.0512,0.013,0.0075,0.0065,2970722105,2970722105,SVA1_COADD-2970722105         ,9.225,-43.7395,0.62433,-9.999,3.0,DES_AAOmega         ,AMo 7 0.62433 1 {} | CLi 7 0.6,6,12600,2
EI1627  ,ATLAS3_J003654.8-431431C,00:36:54.87,-43:14:31.6,9.228643,-43.242115,0.3,0.47,0.018,1.03,1.487,0.391,0.027,0.644,0.037,0.644,0.037,0.408,0.028,0.672,0.038,0.672,0.038,7.7,0.9,E,-0.456,0.794,ELAIS-S1,EI1627*SWIRE3_J003654.86-431429.4*m1*C0  ,-----------------------------------------------------,1,1,1,EI1627  ,SWIRE3_J003654.86-431429.4,105018,SWIRE3_J003654.86-431429.4,9.2286,-43.24151,0.00396,0.00533,13,907.87,3.51,1778.87,4.16,0.03,EK2,2,593.28,3.47,1114.69,4.15,0.03,EK0,2,651.07,7.94,1178.2,11.66,0.02,CA0,2,1923.86,9.58,3868.84,13.86,0.03,EK0,2,2747.73,27.34,2597.0,38.02,0.03,CA0,2,18.944,0.001,18.024,0.001,17.454,0.0,17.113,16.362,15.872,0.03,0.03,0.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,SVA1_COADD-2970841805,9.228492,-43.241514,18.654242,17.80565,17.472717,17.19241,0.0009,0.0004,0.0004,0.0003,2970841805,2970841805,S1061                         ,9.228625,-43.24153055555556,0.0539,-9.999,-2.0,ATLAS               ,-                             ,-9,-9,2
